CLASSIFICATION,QF,RESOURCE_AGG_TYPE,PARENT_RESOURCE_ID,RESOURCE_ID,RESOURCE_TYPE,GEN_UNIT_NAME,NET_DEPENDABLE_CAPACITY,NAMEPLATE_CAPACITY,PTO_AREA,OWNER_OR_QF,UNIT_TYPE,ENERGY_SOURCE,ZONE,COD,RIVER_SYSTEM,BAA_ID,UDC
Participating Unit,N,N,,CONTRL_1_RUSHCK,GEN,RUSH CREEK,11.94,13,SCE,Southern California Edison Company,HYDRO,WATER,SP15,1916-01-01,,CISO,SCE
Participating Unit,N,N,,SENTNL_2_CTG2,GEN,Sentinel Unit 2,95.34,131.8,SCE,"CPV Sentinel, LLC",COMBUSTION TURBINE,NATURAL GAS,SP15,2013-05-06,,CISO,SCE
Participating Unit,N,N,,NZWIND_6_WDSTR,GEN,Windstream 39,3.35,6.2,SCE,"Windstream Operations, LLC",WIND,WIND,SP15,1984-02-01,,CISO,SCE
Participating Unit,N,N,,NZWIND_6_CALWND,GEN,Wind Resource I,9,8.7,SCE,"CalWind Resources, Inc.",WIND,WIND,SP15,2012-03-24,,CISO,SCE
Participating Unit,N,N,,VALLEY_5_RTS044,GEN,SPVP044,8,8,SCE,Southern California Edison,PHOTO VOLTAIC,SUN,SP15,2012-12-30,,CISO,SCE
Participating Unit,Y,N,,GRNVLY_7_SCLAND,GEN,SANTA CRUZ LANDFILL GENERATING PLANT,3.04,3.6,PGAE,Ameresco Santa Cruz Energy LLC,RECIPROCATING ENGINE,BIOGAS,NP15,2006-02-02,,CISO,PGAE
Non-Participating,N,Y,PIT5_7_PL1X2,PIT5_7_UNIT 1,GEN,PIT PH 5 UNIT 1,41,41,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,HYTTHM_2_UNITS,THERMA_2_UNIT 2,GEN,Thermalito P-G Unit 2,28,28,,California Dept. of Water Resources,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,BEARMT_1_UNIT,GEN,Bear Mountain Limited,49.21,48.1,PGAE,Bear Mountain Limited,COMBUSTION TURBINE,NATURAL GAS,ZP26,1995-04-03,,CISO,PGAE
Non-Participating,N,Y,BIGCRK_2_EXESWD,BGCRK8_7_UNIT 1,GEN,BIG CREEK PH 8 UNIT 1,30,30,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Participating Unit,N,N,,DELAMO_2_SOLAR6,GEN,Freeway Springs,2,2,SCE,"Freeway Springs, LLC",PHOTO VOLTAIC,SUN,SP15,2017-01-25,,CISO,SCE
Participating Unit,N,N,,GLDFGR_6_SOLAR2,GEN,Portal Ridge C,11.4,11.4,SCE,"Portal Ridge Solar C, LLC",PHOTO VOLTAIC,SUN,SP15,2017-02-14,,CISO,SCE
Non-Participating,N,Y,PRIMM_2_SOLAR1,PRIMM_2_SOLRB1,GEN,PRIMM_2_SOLRB1,136.5,136.5,,"Silver State Solar Power South, LLC ",PHOTO VOLTAIC,SUN,SP15,,,CISO,
Participating Unit,Y,N,,SPRGVL_2_QF,GEN,SPRINGVILLE QFS,0.18,0.9,SCE,Southern California Edison Company,OTHER,OTHER,SP15,1909-01-01,,CISO,SCE
Non-Participating,N,Y,BLKCRK_2_SOLAR1,BLKCRK_2_SOLR1B,GEN,BLKCRK_2_SOLR1B,125,125,,"McCoy Solar, LLC",PHOTO VOLTAIC,SUN,SP15,,,CISO,
Non-Participating,N,Y,HYTTHM_2_UNITS,THERMA_2_UNIT 1,GEN,Thermalito Gen Unit 1,36,36,,California Dept. of Water Resources,HYDRO,WATER,NP15,,,CISO,
Non-Participating,,Y,DSRTSN_2_SOLAR2,DSRTSN_2_SOLR2B,GEN,Desert Sunlight 250,129.8,129.8,,"Desert Sunlight Holdings, LLC",PHOTO VOLTAIC,SUN,SP15,,,CISO,
Non-Participating,N,Y,GYS7X8_7_UNITS,GYS7X8_7_UNIT 7,GEN,Geysers Unit 7,55,55,,"Geysers Power Company, LLC",STEAM,GEOTHERMAL,NP15,,,CISO,
Non-Participating,N,Y,PARDEB_6_UNITS,PARDEB_2_UNIT 3,GEN,PARDEE HYDRO UNIT 3,10,10,,East Bay Municipal Utility District,HYDRO,WATER,NP15,,,CISO,
Non-Participating,,Y,CORONS_6_CLRWTR,CORONS_6_CLRSTG,GEN,CORONS_6_CLRSTG,8.5,8.5,,,,,SP15,,,CISO,
Participating Unit,N,Y,INTKEP_2_UNITS,INTKEP_2_UNITS,GEN,CCSF Hetch_Hetchy Hydro Aggregate,405,,PGAE,City & County of San Francisco,HYDRO,WATER,NP15,2006-07-01,,CISO,PGAE
Participating Unit,N,N,,NAROW2_2_UNIT,GEN,Narrows Powerhouse Unit 2,55,55,PGAE,Yuba County Water Agency,HYDRO,WATER,NP15,1969-01-01,,CISO,PGAE
Participating Unit,N,N,,SBERDO_6_MILLCK,GEN,MILL CREEK PSP,3.93,4,SCE,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,SCE
Participating Unit,N,N,,GIFFEN_6_SOLAR,GEN,Giffen Solar Station,10,20,PGAE,Pacific Gas & Electric Company,PHOTO VOLTAIC,SUN,NP15,2012-07-25,,CISO,PGAE
Participating Unit,N,N,,HATRDG_2_WIND,GEN,Hatchet Ridge Wind Farm,102,102,PGAE,"Hatchet Ridge Wind, LLC",WIND,WIND,NP15,2010-11-19,,CISO,PGAE
Participating Unit,N,N,,TX-ELK_6_SOLAR1,GEN,Castor,1.5,1.5,PGAE,"Green Light FIT 1, LLC",PHOTO VOLTAIC,SUN,ZP26,2016-04-02,,CISO,PGAE
Participating Unit,Y,N,,MTNPOS_1_UNIT,GEN,MT.POSO COGENERATION CO.,46.64,57,PGAE,Mt. Poso Cogeneration Company,STEAM,BIOMASS,ZP26,1989-04-01,,CISO,PGAE
Non-Participating,N,Y,HAASPH_7_PL1X2,HAASPH_7_UNIT 2,GEN,HAAS PH UNIT 2,72,72,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,SUNRIS_2_PL1X3,SUNRIS_2_UNIT 3,GEN,Sunrise Power Project Unit 3,272,272,,Sunrise Power Company,STEAM,HEAT RECOVERY,ZP26,,,CISO,
Participating Unit,N,N,,CALPIN_1_AGNEW,GEN,Agnews Power Plant,28.56,41.5,PGAE,"O.L.S. Energy-Agnews, Inc.",COMBUSTION TURBINE,NATURAL GAS,NP15,1990-10-19,,CISO,PGAE
Participating Unit,N,N,,KERKH1_7_UNIT 1,GEN,KERKHOFF PH 1 UNIT #1,13,13,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1920-01-01,,CISO,PGAE
Participating Unit,N,N,,KERMAN_6_SOLAR1,GEN,Fresno Solar South,1.5,1.5,PGAE,"Fresno Cogeneration Partners, LP",PHOTO VOLTAIC,SUN,NP15,2015-10-21,,CISO,PGAE
Participating Unit,N,Y,DSRTSN_2_SOLAR1,DSRTSN_2_SOLAR1,GEN,Desert Sunlight 300,300,,SCE,"Desert Sunlight Holdings, LLC",PHOTO VOLTAIC,SUN,SP15,2013-10-22,,CISO,SCE
Participating Unit,N,N,,GIFFEN_6_SOLAR1,GEN,Aspiration Solar G,9,9,PGAE,Aspiration Solar G LLC,PHOTO VOLTAIC,SUN,NP15,2017-09-15,,CISO,PGAE
Participating Unit,N,N,,MSOLAR_2_SOLAR1,GEN,Mesquite Solar 1,165,170,SDGE,"Mesquite Solar 1, LLC",PHOTO VOLTAIC,SUN,SP15,2014-01-01,,CISO,SDGE
Participating Unit,N,N,,WLDWD_1_SOLAR1,GEN,Wildwood Solar I,20,20,PGAE,"Wildwood Solar I, LLC",PHOTO VOLTAIC,SUN,ZP26,2015-02-19,,CISO,PGAE
Participating Unit,N,N,,RVSIDE_6_SOLAR1,GEN,Tequesquite Landfill Solar Project,7.5,7.5,SCE,"Solar Star California XXXI, LLC",PHOTO VOLTAIC,SUN,SP15,2015-09-09,,CISO,RVSD
Non-Participating,N,Y,TIGRCK_7_UNITS,TIGRCK_7_UNIT 2,GEN,Tiger Creek Unit 2,31,31,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Non-Participating,,Y,ANTLPE_2_QF,FLOWD_6_QF,GEN,FLOWD_6_QF,40.7,40.7,,,,,SP15,,,CISO,
Participating Unit,N,Y,CORONS_6_CLRWTR,CORONS_6_CLRWTR,GEN,Clearwater Power Plant,28,,SCE,City of Riverside (MSSA),COMBINED CYCLE,NATURAL GAS,SP15,2005-02-28,,CISO,RVSD
Participating Unit,N,Y,SBERDO_2_PSP3,SBERDO_2_PSP3,GEN,Mountainview Gen Sta. Unit 3,555,,SCE,Southern California Edison Company ,COMBINED CYCLE,NATURAL GAS,SP15,2005-12-10,,CISO,SCE
Participating Unit,Y,N,,CTNWDP_1_QF,GEN,SMALL QF AGGREGATION - BURNEY,0.5,1,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1982-01-01,,CISO,PGAE
Participating Unit,N,N,,WAUKNA_1_SOLAR,GEN,Corcoran Solar,20,20,PGAE,"CED Corcoran Solar, LLC",PHOTO VOLTAIC,SUN,NP15,2013-08-14,,CISO,PGAE
Non-Participating,N,Y,SCHLTE_1_PL1X3,SCHLTE_1_UNITA3,GEN,Tracy Combined Cycle Plant,165,165,,"GWF Energy, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,,Y,PINFLT_7_UNITS,PINFLT_7_UNIT 2,GEN,PINFLT_7_UNIT 2,63.3,63.3,,,,,NP15,,,CISO,
Participating Unit,Y,N,,SNCLRA_6_PROCGN,GEN,PROCTER  AND  GAMBLE OXNARD II,49.5,49.5,SCE,SOUTHERN CALIFORNIA EDISON COMPANY,,NATURAL GAS,SP15,1998-11-17,,CISO,SCE
Participating Unit,Y,N,,VEDDER_1_SEKERN,GEN,TEXACO EXPLORATION & PROD (SE KERN RIVER,34.47,39.7,PGAE,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,ZP26,1989-01-31,,CISO,PGAE
Participating Unit,N,N,,HELMPG_7_UNIT 2,GEN,HELMS PUMP-GEN UNIT 2,407,407,PGAE,Pacific Gas & Electric Company,PUMPED STORAGE,WATER,NP15,1984-01-01,,CISO,PGAE
Participating Unit,N,N,,LITLRK_6_SOLAR2,GEN,Palmdale 18,2,2,SCE,"SEPV18, LLC ",PHOTO VOLTAIC,SUN,SP15,2016-01-13,,CISO,SCE
Participating Unit,N,N,,MTWIND_1_UNIT 1,GEN,Mountain View Power Project I,44.4,44.4,SCE,"Mountain View Power Partners, L.L.C.",WIND,WIND,SP15,2001-03-24,,CISO,SCE
Non-Participating,,Y,KRAMER_2_SEGS89,KRAMER_2_SEGS 9,GEN,KRAMER_2_SEGS 9,92,92,,,,,SP15,,,CISO,
Non-Participating,N,Y,WISHON_6_UNITS,WISHON_6_UNIT 1,GEN,WISHON HYDRO UNIT 1,5.6,5.6,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,RVSIDE_2_RERCU3,GEN,Riverside Energy Res. Ctr Unit 3,49,71,SCE,City of Riverside (MSSA),COMBUSTION TURBINE,NATURAL GAS,SP15,2011-04-01,,CISO,RVSD
Participating Unit,N,N,,WALCRK_2_CTG2,GEN,Walnut Creek Energy Park Unit 2,96.91,102.5,SCE,"Walnut Creek Energy, LLC",COMBUSTION TURBINE,NATURAL GAS,SP15,2013-03-21,,CISO,SCE
Participating Unit,N,N,,LAPAC_6_UNIT,GEN,LOUISIANA PACIFIC SAMOA,20,20,PGAE,Humboldt Bay Harbor,,BIOMASS,NP15,1992-01-01,,CISO,PGAE
Participating Unit,Y,N,,LASSEN_6_UNITS,GEN,Honey Lake Power,30,50.4,PGAE,HL Power Company,STEAM,BIOMASS,NP15,2017-06-27,,CISO,PGAE
Non-Participating,N,Y,HUMBPP_6_UNITS,HUMBPP_6_UNITS2,GEN,Humboldt Bay Generating Station 2,83.2,83.2,PGAE,Pacific Gas & Electric Company,RECIPROCATING ENGINE,NATURAL GAS,NP15,,,CISO,PGAE
Participating Unit,Y,N,,COVERD_2_RCKHY1,GEN,ROARING CREEK,2,2,PGAE,Mega Renewables,HYDRO,WATER,NP15,2017-06-01,,CISO,PGAE
Participating Unit,Y,N,,WRGHTP_7_AMENGY,GEN,SMALL QF AGGREGATION - LOS BANOS,2.5,2.5,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1986-02-01,,CISO,PGAE
Participating Unit,N,N,,CHINO_2_SOLAR2,GEN,Kona Solar - Terra Francesca,1.49,1.5,SCE,"Kona Solar, LLC",PHOTO VOLTAIC,SUN,SP15,2015-04-13,,CISO,SCE
Non-Participating,N,Y,SLSTR1_2_SOLAR1,SLSTR1_2_SOLR1A,GEN,Solar Star 1,151.5,151.5,,Southern California Edison Company,PHOTO VOLTAIC,SUN,SP15,,,CISO,
Non-Participating,N,Y,DMDVLY_1_UNITS,DMDVLY_1_GEN 10,GEN,Diamond Valley Unit 10,3.3,3.3,,Metropolitan Water District of Southern California (MWD),HYDRO,WATER,SP15,,,CISO,
Participating Unit,N,Y,METEC_2_PL1X3,METEC_2_PL1X3,GEN,Metcalf Energy Center,593.16,,PGAE,"Metcalf Energy Center, LLC",COMBINED CYCLE,NATURAL GAS,NP15,2005-05-27,,CISO,PGAE
Participating Unit,N,N,,BNNIEN_7_ALTAPH,GEN,ALTA POWER HOUSE,1,2,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1902-01-01,,CISO,PGAE
Participating Unit,N,N,,PUTHCR_1_SOLAR1,GEN,Putah Creek Solar Farm,1.98,2,PGAE,Putah Creek Solar Farms LLC,PHOTO VOLTAIC,SUN,NP15,2014-12-19,,CISO,PGAE
Participating Unit,N,N,,DIABLO_7_UNIT 2,GEN,Diablo Canyon Unit 2,1150,1176,PGAE,Pacific Gas & Electric Company,STEAM,URANIUM,ZP26,1986-01-01,,CISO,PGAE
Participating Unit,N,N,,MONLTS_2_MONWD6,GEN,Monolith 6,5.25,6.8,SCE,"Terra-Gen 251 Wind, LLC",WIND,WIND,SP15,2018-01-17,,CISO,SCE
Participating Unit,N,N,,WEBER_6_FORWRD,GEN,Forward,4.2,4.3,PGAE,Ameresco Forward LLC,RECIPROCATING ENGINE,BIOGAS,NP15,2014-02-05,,CISO,PGAE
Participating Unit,N,Y,PRIMM_2_SOLAR1,PRIMM_2_SOLAR1,GEN,Silver State South,250,,SCE,"Silver State Solar Power South, LLC ",PHOTO VOLTAIC,SUN,SP15,2016-08-23,,CISO,SCE
Non-Participating,N,Y,COLUSA_2_PL1X3,COLUSA_2_STG,GEN,Colusa Generating Station,411,411,,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,N,Y,PNOCHE_1_PL1X2,PNOCHE_1_PL1X2,GEN,Panoche Peaker,49.97,,PGAE,"Wellhead Power Panoche, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,2005-06-14,,CISO,PGAE
Participating Unit,N,N,,DUTCH2_7_UNIT 1,GEN,DUTCH FLAT 2 PH,26,26,PGAE,Nevada Irrigation District,HYDRO,WATER,NP15,1965-01-01,,CISO,PGAE
Participating Unit,N,N,,VERNON_6_GONZL1,GEN,H. Gonzales Unit #1,5.75,5.5,SCE,City of Vernon,COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,VERN
Participating Unit,N,N,,KNGBRG_1_KBSLR2,GEN,Kingsburg2,1.5,1.5,PGAE,"Tulare PV II, LLC",PHOTO VOLTAIC,SUN,NP15,2013-12-06,,CISO,PGAE
Participating Unit,N,N,,AGUCAL_5_SOLAR1,GEN,Agua Caliente Solar,290,290,SDGE,"Agua Caliente Solar, LLC",PHOTO VOLTAIC,SUN,SP15,2014-06-10,,CISO,SDGE
Non-Participating,N,Y,DMDVLY_1_UNITS,DMDVLY_1_GEN 12,GEN,Diamond Valley Unit 12,3.3,3.3,,Metropolitan Water District of Southern California (MWD),HYDRO,WATER,SP15,,,CISO,
Non-Participating,N,Y,RUSCTY_2_UNITS,RUSCTY_2_STG,GEN,Russell City,254,254,,"Russell City Energy Company, LLC",COMBINED CYCLE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,SUNSHN_2_LNDFL,SUNSHN_2_LNDFL5,GEN,SUNSHN_2_LNDFL5,4.6,4.6,,"Sunshine Gas Producers, L.L.C. Unit 5",COMBUSTION TURBINE,BIOGAS,SP15,,,CISO,
Non-Participating,N,Y,SLUISP_2_UNITS,SLUISP_2_UNIT 8,GEN,San Luis P-G Unit 8,53,53,PGAE,California Dept. of Water Resources,PUMPED STORAGE,WATER,NP15,,,CISO,PGAE
Participating Unit,N,Y,ONLLPP_6_UNITS,ONLLPP_6_UNITS,GEN,O'NEILL PUMP-GEN (AGGREGATE),25.2,,PGAE,Western Area Power Administration,,WATER,NP15,2017-11-30,,CISO,PGAE
Participating Unit,N,N,,PEARBL_2_NSPIN,GEN,PEARBL_2_NSPIN,151.2,151.2,SCE,,PUMP,WATER,SP15,,,CISO,CWRS
Participating Unit,N,N,,BIGSKY_2_SOLAR2,GEN,Big Sky Solar 4,40,40,SCE,Elevation Solar C LLC,PHOTO VOLTAIC,SUN,SP15,2016-12-03,,CISO,SCE
Non-Participating,N,Y,CARLS1_2_CARCT1,CARLS1_2_CTG7,GEN,CARLS1_2_CTG7,105.5,105.5,,San Diego Gas & Electric,COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Non-Participating,N,Y,SANITR_6_UNITS,SANITR_6_CTG1,GEN,LACSD CARSON WATER POLLUTION CTG1,10,10,,County Sanitation District No. 2 of Los Angeles County,COMBUSTION TURBINE,BIOGAS,SP15,,,CISO,
Participating Unit,N,Y,RVSIDE_6_SPRING,RVSIDE_6_SPRING,GEN,SPRINGS GENERATION PROJECT AGGREGATE,36,,SCE,City of Riverside (MSSA),COMBUSTION TURBINE,NATURAL GAS,SP15,2002-06-13,,CISO,RVSD
Participating Unit,N,N,,VALLEY_5_REDMTN,GEN,MWD Red Mountain Hydroelectric Recovery ,5.9,5.9,SCE,Metropolitan Water District of Southern California,HYDRO,WATER,SP15,1985-01-01,,CISO,SCE
Participating Unit,N,N,,ETIWND_6_MWDETI,GEN,ETIWANDA RECOVERY HYDRO,24,23.9,SCE,Metropolitan Water District of Southern California (MWD),HYDRO,WATER,SP15,1994-01-01,,CISO,SCE
Participating Unit,N,N,,VESTAL_2_SOLAR1,GEN,NICOLIS,20,20,SCE,"Nicolis, LLC",PHOTO VOLTAIC,SUN,SP15,2016-09-15,,CISO,SCE
Participating Unit,N,N,,MANTEC_1_ML1SR1,GEN,Manteca  Land 1,1,1,PGAE,"Manteca PV 1, LLC",PHOTO VOLTAIC,SUN,NP15,2017-12-28,,CISO,PGAE
Participating Unit,Y,N,,PSWEET_7_QFUNTS,GEN,PSWEET_7_QFUNTS,1,0.9,PGAE,Pacific Gas & Electric Company,OTHER,OTHER,NP15,,,CISO,PGAE
Non-Participating,N,Y,COLVIL_7_PL1X2,COLVIL_7_UNIT 2,GEN,COLLIERVILLE HYDRO UNIT 2,126,126,,NCPA (MSS Agreement - S14),HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,MRCHNT_2_PL1X3,MRCHNT_2_CTG2,GEN,Desert Star Energy Center CT2,201,201,,San Diego Gas and Electric Company,COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Non-Participating,N,Y,BLM_2_UNITS,BLM E_2_UNIT 7,GEN,COSO ENERGY DEVELOPERS - BLM EAST UNIT 7,24,24,,,,,SP15,,,CISO,
Non-Participating,N,Y,MRCHNT_2_PL1X3,MRCHNT_2_CTG1,GEN,Desert Star Energy Center CT1,230,230,,San Diego Gas and Electric Company,COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Participating Unit,N,N,,ELDORO_7_UNIT 2,GEN,El Dorado Unit 2,11,10.5,PGAE,El Dorado Irrigation District,HYDRO,WATER,NP15,2005-05-21,,CISO,PGAE
Participating Unit,N,N,,VISTA_2_RTS028,GEN,SPVP028,3.5,3.5,SCE,Southern California Edison,PHOTO VOLTAIC,SUN,SP15,2013-08-08,,CISO,SCE
Participating Unit,N,N,,CRSTWD_6_KUMYAY,GEN,Kumeyaay Wind Farm,50,50,SDGE,Kumeyaay Wind LLC,WIND,WIND,SP15,2005-12-21,,CISO,SDGE
Participating Unit,N,N,,ALTA6E_2_WIND10,GEN,Alta Wind 10,138,138,SCE,"Alta Interconnection Management III, LLC",WIND,WIND,SP15,2014-03-13,,CISO,SCE
Non-Participating,N,Y,CAMCHE_1_PL1X3,CAMCHE_1_UNIT 1,GEN,Camanche 1,3.3,3.3,,East Bay Municipal Utility District,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,PIOPIC_2_CTG2,GEN,Pio Pico Unit 2,112.7,112.7,SDGE,Pio Pico Energy Center,COMBUSTION TURBINE,NATURAL GAS,SP15,2016-11-03,,CISO,SDGE
Participating Unit,Y,N,,CHEVCD_6_UNIT,GEN,CHEVRON USA (TAFT/CADET),11.5,11.5,PGAE,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,ZP26,1982-07-26,,CISO,PGAE
Participating Unit,Y,N,,JAWBNE_2_SRWND,GEN,Sky River,77,77,SCE,"Sky River, LLC",WIND,WIND,SP15,2012-12-11,,CISO,SCE
Non-Participating,N,Y,PIT5_7_PL3X4,PIT5_7_UNIT 3,GEN,PIT PH 5 UNIT 3,41,41,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,HELMPG_7_UNIT 3,GEN,HELMS PUMP-GEN UNIT 3,404,404,PGAE,Pacific Gas & Electric Company,PUMPED STORAGE,WATER,NP15,1984-01-01,,CISO,PGAE
Participating Unit,N,N,,CENTER_2_RHONDO,GEN,MWD Rio Hondo Hydroelectric Recovery Pla,1.91,1.9,SCE,Metropolitan Water District of Southern California,HYDRO,WATER,SP15,1984-01-01,,CISO,SCE
Participating Unit,N,N,,VACADX_1_SOLAR,GEN,Vaca-Dixon Solar Station,2.5,2.5,PGAE,Pacific Gas & Electric Company,PHOTO VOLTAIC,SUN,NP15,2013-09-06,,CISO,PGAE
Non-Participating,N,Y,GILRPP_1_PL1X2,GILRPP_1_UNIT 1,GEN,Gilroy Energy Center Unit 1,49.9,49.9,,"Gilroy Energy Center, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,MOSSLD_2_PSP1,MOSSLD_2_PSP1G2,GEN,"MOSS LANDING CC PLANT 1, CTG UNIT 2",176,176,,Duke Energy Moss Landing LLC,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,Y,N,,SEARLS_7_ARGUS,GEN,Argus Cogeneration,19,62.5,SCE,Searles Valley Minerals Inc.,,OTHER,SP15,2013-11-15,,CISO,SCE
Participating Unit,N,N,,TKOPWR_6_HYDRO,GEN,Bear Creek Hydroelectric Project,2.83,3.2,PGAE,"Enel Green Power North America, Inc.",HYDRO,WATER,NP15,2016-04-27,,CISO,PGAE
Participating Unit,N,N,,ESCNDO_6_PL1X2,GEN,MMC Escondido Aggregate,48.71,49.5,SDGE,Escondido Energy Center,COMBUSTION TURBINE,NATURAL GAS,SP15,2014-01-25,,CISO,SDGE
Participating Unit,N,N,,STOREY_2_MDRCH2,GEN,Madera Chowchilla 2,0.56,0.6,PGAE,Madera Chowchilla Water and Power Authority,HYDRO,WATER,NP15,2016-08-01,,CISO,PGAE
Participating Unit,N,N,,SPRGVL_2_TULE,GEN,TULE RIVER HYDRO PLANT (PG&E),6.4,6.4,SCE,Pacific Gas & Electric Company,HYDRO,WATER,SP15,1914-01-01,,CISO,SCE
Participating Unit,N,N,,CONTRL_1_LUNDY,GEN,LUNDY,3,3,SCE,Southern California Edison Company,HYDRO,WATER,SP15,1911-01-01,,CISO,SCE
Participating Unit,N,N,,STROUD_6_SOLAR,GEN,Stroud Solar Station,20,20,PGAE,Pacific Gas & Electric Company,PHOTO VOLTAIC,SUN,NP15,2011-10-04,,CISO,PGAE
Participating Unit,Y,N,,VISTA_6_QF,GEN,VISTA QFS,0.18,0.6,SCE,Southern California Edison Company,OTHER,OTHER,SP15,1983-01-01,,CISO,SCE
Participating Unit,N,N,,PEORIA_1_SOLAR,GEN,Sonora 1,1.5,1.5,PGAE,"Fresh Air Energy IV, LLC",PHOTO VOLTAIC,SUN,NP15,2013-12-23,,CISO,PGAE
Participating Unit,N,N,,CHILLS_7_UNITA1,GEN,Sycamore Energy 2,2.25,2.5,SDGE,Sycamore Energy 2 LLC,,BIOGAS,SP15,2004-07-14,,CISO,SDGE
Participating Unit,Y,N,,SPIFBD_1_PL1X2,GEN,SIERRA PACIFIC IND. (SONORA),7.5,7.5,PGAE,Sierra Pacific Industries,STEAM,BIOMASS,NP15,2018-04-12,,CISO,PGAE
Participating Unit,Y,N,,FTSWRD_7_QFUNTS,GEN,FTSWRD_7_QFUNTS,1.6,1.3,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,PGAE
Participating Unit,Y,N,,OLINDA_7_BLKSND,GEN,BlackSand Generating Facility,8,8,SCE,Bridge Energy LLC,COMBUSTION TURBINE,WASTE TO POWER,SP15,2000-06-01,,CISO,SCE
Participating Unit,Y,N,,ALLGNY_6_HYDRO1,GEN,Salmon Creek Hydroelectric Project,0.52,0.6,PGAE,"Salmon Creek Hydroelectric Company, LLC",HYDRO,WATER,NP15,2014-12-03,,CISO,PGAE
Participating Unit,Y,N,,GYSRVL_7_WSPRNG,GEN,Warm Springs Hydro,3.75,3.8,PGAE,Sonoma County Water Agency,HYDRO,WATER,NP15,1988-12-22,,CISO,PGAE
Participating Unit,N,Y,PALOMR_2_PL1X3,PALOMR_2_PL1X3,GEN,Palomar Energy Center,575,,SDGE,San Diego Gas & Electric,COMBINED CYCLE,NATURAL GAS,SP15,2005-10-14,,CISO,SDGE
Participating Unit,N,N,,VSTAES_6_VESBT1,GEN,Vista Energy Storage,40,40,SDGE,"Vista Energy Storage, LLC",OTHER,LESR,SP15,2018-06-26,,CISO,SDGE
Participating Unit,N,N,,WOLFSK_1_UNITA1,GEN,Wolfskill Energy Center,46.9,49.9,PGAE,"Gilroy Energy Center, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,2003-03-22,,CISO,PGAE
Participating Unit,N,N,,VOLTA_6_BAILCK,GEN,Bailey Creek Ranch,0.63,0.6,PGAE,"Bailey Creek Hydroelectric, Inc.",HYDRO,WATER,NP15,1982-05-26,,CISO,PGAE
Participating Unit,N,N,,ARLINT_5_SCEDYN,TG,Arlington Valley CC,565,,SCE,PVWEST,COMBINED CYCLE,NATURAL GAS,SP15,,,AZPS,SCE
Participating Unit,N,N,,STOREY_2_MDRCH4,GEN,Madera Chowchilla 4,0.92,1,PGAE,Madera Chowchilla Water and Power Authority,HYDRO,WATER,NP15,2016-07-19,,CISO,PGAE
Non-Participating,N,Y,BLM_2_UNITS,BLM W_2_UNIT 9,GEN,COSO ENERGY DEVELOPERS - BLM WEST UNIT 9,24,24,,,,,SP15,,,CISO,
Non-Participating,N,Y,SHELRF_1_UNITS,SHELRF_7_UNIT 1,GEN,Shell Oil Refinery Unit 1,20,20,,"Martinez Refining Company-Division of Equilon Enterprises, LLC",STEAM,HEAT RECOVERY,NP15,,,CISO,
Participating Unit,Y,N,,WADHAM_6_UNIT,GEN,Wadham Energy LP,29.07,32,PGAE,Wadham Energy LP,STEAM,WASTE TO POWER,NP15,1989-03-24,,CISO,PGAE
