CLASSIFICATION,QF,RESOURCE_AGG_TYPE,PARENT_RESOURCE_ID,RESOURCE_ID,RESOURCE_TYPE,GEN_UNIT_NAME,NET_DEPENDABLE_CAPACITY,NAMEPLATE_CAPACITY,PTO_AREA,OWNER_OR_QF,UNIT_TYPE,ENERGY_SOURCE,ZONE,COD,RIVER_SYSTEM,BAA_ID,UDC
Non-Participating,N,Y,BUCKCK_7_PL1X2,BUCKCK_7_UNIT 1,GEN,Bucks Creek Unit #1,33,33,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,Y,N,,SRINTL_6_UNIT,GEN,SRI INTERNATIONAL,6.9,6.9,PGAE,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,NP15,1987-03-10,,CISO,PGAE
Participating Unit,N,N,,CURTIS_1_FARFLD,GEN,Fairfield Powerhouse,0.9,0.9,PGAE,Merced Irrigation District,HYDRO,WATER,NP15,1983-08-02,,CISO,PGAE
Participating Unit,Y,N,,MISSIX_1_QF,GEN,SMALL QF AGGREGATION - SAB FRABCUSCI,1,15,PGAE,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,NP15,1987-01-01,,CISO,PGAE
Participating Unit,N,N,,GRIFFI_2_LSPDYN,TG,Griffith Energy,570,,SCE,MEAD230,COMBINED CYCLE,NATURAL GAS,SP15,,,WALC,SCE
Participating Unit,N,N,,REDMAN_2_SOLAR,GEN,Lancaster East Avenue F,3.75,3.8,SCE,SolarCity Corporation,PHOTO VOLTAIC,SUN,SP15,2017-08-25,,CISO,SCE
Non-Participating,N,Y,CARBOU_7_PL2X3,CARBOU_7_UNIT 3,GEN,CARIBOU PH 1 UNIT 3,25,25,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,LEBECS_2_UNITS,LEBECS_7_CTG2,GEN,CC Power Block 1 CTG2,198.9,198.9,,Pastoria Energy Facility,COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Participating Unit,N,N,,CURTIS_1_CANLCK,GEN,Canal Creek Powerhouse,0.9,0.9,PGAE,Merced Irrigation District,HYDRO,WATER,NP15,1983-01-01,,CISO,PGAE
Non-Participating,N,Y,MONTPH_7_UNITS,MONTPH_7_UNIT 3,GEN,MONTICELLO Unit 3,1.5,1.5,,,,,NP15,,,CISO,
Non-Participating,N,Y,WNDSTR_2_WIND,WNDSTR_2_WIND2,GEN,Windstar Wind Farm,60,60,,Windstar Energy LLC,WIND,WIND,SP15,,,CISO,
Participating Unit,N,N,,MILFRD_7_PASADENA,TG,Milford I,5,,SCE,IPP,WIND,WIND,SP15,2016-03-01,,LDWP,SCE
Participating Unit,N,N,,ORLND_6_SOLAR1,GEN,Enerparc California 2,1.5,1.5,PGAE,"Enerparc CA2, LLC",PHOTO VOLTAIC,SUN,NP15,2016-03-23,,CISO,PGAE
Participating Unit,N,N,,LOCKFD_1_BEARCK,GEN,Bear Creek Solar,1.5,2.5,PGAE,Ecos Energy LLC,PHOTO VOLTAIC,SUN,NP15,2014-02-05,,CISO,PGAE
Participating Unit,N,N,,WLDWD_1_SOLAR2,GEN,Wildwood Solar 2,15,15,PGAE,"Wildwood Solar II, LLC",PHOTO VOLTAIC,SUN,ZP26,2017-01-11,,CISO,PGAE
Non-Participating,,Y,PALOMR_2_PL1X3,PALOMR_7_CTG2,GEN,PALOMR_7_CTG2,188,188,,,COMBUSTION TURBINE,,SP15,,,CISO,
Non-Participating,N,Y,SUNRIS_2_PL1X3,SUNRIS_2_UNIT 2,GEN,Sunrise Power Project Unit 2,164,164,,Sunrise Power Company,COMBUSTION TURBINE,NATURAL GAS,ZP26,,,CISO,
Non-Participating,N,Y,CAMCHE_1_PL1X3,CAMCHE_1_UNIT 3,GEN,Camanche 3,3.7,3.7,,East Bay Municipal Utility District,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,FRIANT_6_UNITS,GEN,FRIANT DAM,25,34.7,PGAE,Friant Power Authority,HYDRO,WATER,NP15,2016-03-01,,CISO,PGAE
Participating Unit,N,Y,SPAULD_6_UNIT12,SPAULD_6_UNIT12,GEN,SPAULDING HYDRO PH 1 & 2 AGGREGATE,11.4,,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1929-01-01,,CISO,PGAE
Participating Unit,N,N,,BALCHS_7_UNIT 3,GEN,BALCH 2 PH UNIT 3,54.6,54.6,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1958-01-01,,CISO,PGAE
Participating Unit,N,N,,CHINO_2_SASOLR,GEN,SS San Antonio West LLC,1.5,1.5,SCE,"SS San Antonio West, LLC",PHOTO VOLTAIC,SUN,SP15,2013-12-20,,CISO,SCE
Participating Unit,N,Y,GENESI_2_STG,GENESI_2_STG,GEN,Genesis Station,250,,SCE,"Genesis Solar, LLC",STEAM,SUN,SP15,2013-11-27,,CISO,SCE
Participating Unit,Y,N,,CHEVCO_6_UNIT 2,GEN,AERA ENERGY LLC. (COALINGA),8.5,12.5,PGAE,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,ZP26,1988-06-03,,CISO,PGAE
Participating Unit,N,N,,DELAMO_2_SOLAR2,GEN,Golden Springs Building M,1.75,1.8,SCE,Golden Springs Development Co. LLC,PHOTO VOLTAIC,SUN,SP15,2015-04-01,,CISO,SCE
Participating Unit,N,N,,MSOLAR_2_SOLAR3,GEN,"Mesquite Solar 3, LLC",152,152,SDGE,"Mesquite Solar 3, LLC",PHOTO VOLTAIC,SUN,SP15,2016-12-06,,CISO,SDGE
Non-Participating,N,Y,LODIEC_2_PL1X2,LODIEC_2_CTG,GEN,Lodi Energy Center,220,220,,Northern California Power Agency,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,N,Y,DRUM_7_PL3X4,DRUM_7_PL3X4,GEN,Drum PH 1 Units 3 & 4 Aggregate,28.9,,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1922-01-01,,CISO,PGAE
Participating Unit,N,N,,RANCHO_2_SMUDSYSDYN,TG,SMUD Regulation Market,124,,PGAE,RANCHOSECO,OTHER,OTHER,NP15,2017-03-01,,BANCSMUD,PGAE
Participating Unit,N,N,,BRDSLD_2_SHLO3A,GEN,"Shiloh III Wind Project, LLC",102.5,100,PGAE,"Shiloh III Wind Project, LLC",WIND,WIND,NP15,2011-12-22,,CISO,PGAE
Participating Unit,N,N,,CALFTS_2_CFSSR1,GEN,California Flats Solar South,150,150,PGAE,"CA Flats Solar 150, LLC",PHOTO VOLTAIC,SUN,NP15,2019-03-05,,CISO,PGAE
Non-Participating,N,Y,HIDSRT_2_UNITS,HIDSRT_7_STG,GEN,HIGH DESERT STEAM TURBINE,323,323,,"High Desert Power Project, LLC",STEAM,HEAT RECOVERY,SP15,,,CISO,
Non-Participating,N,Y,SPICER_1_UNITS,SPICER_1_UNIT 3,GEN,SPICER HYDRO UNIT 3,0.5,0.5,,NCPA (MSS Agreement - S14),HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,LECEF_1_UNITS,LECEF_1_CGT 4,GEN,LOS ESTEROS ENERGY FACILITY CTG 4,49.9,49.9,,"Los Esteros Critical Energy Facility, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,Y,N,,FULTON_1_QF,GEN,SMALL QF AGGREGATION - ZENIA,1,1,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1983-01-01,,CISO,PGAE
Participating Unit,Y,N,,YUBACT_1_SUNSWT,GEN,YUBA CITY COGEN,49.97,49,PGAE,"Yuba City Cogeneration Partners, L.P.",COMBUSTION TURBINE,NATURAL GAS,NP15,1990-12-27,,CISO,PGAE
Participating Unit,N,N,,CSTOGA_6_LNDFIL,GEN,Clover Flat Land Fill Gas,0.85,0.9,PGAE,Vista Corporation,RECIPROCATING ENGINE,BIOGAS,NP15,2014-06-25,,CISO,PGAE
Participating Unit,N,N,,SBERDO_2_RTS007,GEN,SPVP007 Redlands RT Solar,2.5,2.5,SCE,Southern California Edison,PHOTO VOLTAIC,SUN,SP15,2012-11-24,,CISO,SCE
Participating Unit,N,N,,OLDRIV_6_LKVBM1,GEN,Lakeview Dairy Biogas,1,1,PGAE,ABEC #3 LLC,RECIPROCATING ENGINE,BIOGAS,ZP26,2018-02-02,,CISO,PGAE
Non-Participating,N,Y,PNCHPP_1_PL1X2,PNCHPP_1_CTG2,GEN,STARWOOD POWER - MIDWAY UNIT 2,82.3,82.3,,"Starwood Power-Midway, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,TULLCK_7_UNITS,TULLCK_7_UNIT 3,GEN,TULLOCH HYDRO AGGREGATE,7.2,7.2,,TRI-DAM PROJECT,,WATER,NP15,,,CISO,
Participating Unit,N,N,,SNCLRA_2_UNIT,GEN,Channel Islands Power,27.5,28,SCE,CSU Channel Islands Site Authority,COMBINED CYCLE,NATURAL GAS,SP15,2018-04-26,,CISO,SCE
Participating Unit,N,N,,BUCKCK_7_OAKFLT,GEN,Oak Flat,1.3,1.3,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1985-01-01,,CISO,PGAE
Participating Unit,N,Y,HAASPH_7_PL1X2,HAASPH_7_PL1X2,GEN,HAAS PH UNIT 1 & 2 AGGREGATE,144,,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1958-01-01,,CISO,PGAE
Participating Unit,N,N,,OSO_6_NSPIN,GEN,OSO_6_NSPIN,70.8,70.8,SCE,,PUMP,WATER,SP15,,,CISO,CWRS
Participating Unit,Y,N,,MSSION_2_QF,GEN,SMALL QF AGGREGATION - SAN DIEGO,2,50,SDGE,SDG&E Exempt,,OTHER,SP15,1980-01-01,,CISO,SDGE
Participating Unit,N,N,,LAMONT_1_SOLAR1,GEN,Regulus Solar,60,60,PGAE,"Regulus Solar, LLC",PHOTO VOLTAIC,SUN,ZP26,2014-09-02,,CISO,PGAE
Participating Unit,N,N,,CNTNLA_2_SOLAR2,GEN,Centinels Solar Energy 2,45.6,47,SDGE,"Centinela Solar Energy, LLC",PHOTO VOLTAIC,SUN,SP15,2014-08-15,,CISO,SDGE
Participating Unit,N,N,,DELSUR_6_SOLAR1,GEN,Summer Solar North ,6.5,6.5,SCE,"FTS Master Tenant 1, LLC ",PHOTO VOLTAIC,SUN,SP15,2015-06-03,,CISO,SCE
Non-Participating,N,Y,INTKEP_2_UNITS,INTKEP_2_KIRKW2,GEN,KIRKWOOD HYDRO UNIT 2,45,45,,,,,NP15,,,CISO,
Participating Unit,N,N,,CSCGNR_1_UNIT 2,GEN,GIANERA PEAKER UNIT 2,24.75,24.8,PGAE,City of Santa Clara DBA Silicon Valley Power (MSS Agreement - S14)              ,COMBUSTION TURBINE,NATURAL GAS,NP15,1986-01-01,,CISO,NCPA
Participating Unit,Y,N,,CHINO_6_CIMGEN,GEN,Chino Co-Generation,26,31.6,SCE,O.L.S. Energy - Chino,COMBINED CYCLE,NATURAL GAS,SP15,2018-06-27,,CISO,SCE
Participating Unit,N,N,,KNGBRD_2_SOLAR1,GEN,Kingbird Solar A,20,20,SCE,"Kingbird Solar A, LLC ",PHOTO VOLTAIC,SUN,SP15,2016-04-30,,CISO,SCE
Participating Unit,N,N,,CHINO_7_MILIKN,GEN,MN Milliken Genco LLC,1.9,2.1,SCE,NM Milliken Genco LLC,RECIPROCATING ENGINE,BIOGAS,SP15,2003-07-17,,CISO,SCE
Non-Participating,,Y,SBERDO_2_PSP3,SBERDO_7_CT3A,GEN,SBERDO_7_CT3A,182,182,,,,,SP15,,,CISO,
Non-Participating,N,Y,BLM_2_UNITS,BLM E_2_UNIT 8,GEN,COSO ENERGY DEVELOPERS - BLM EAST UNIT 8,24,24,,,,,SP15,,,CISO,
Participating Unit,N,N,,RVRVEW_1_UNITA1,GEN,Riverview Energy Center (GP Antioch),47.6,50,PGAE,Gilroy Energy Center,COMBUSTION TURBINE,NATURAL GAS,NP15,2003-05-02,,CISO,PGAE
Participating Unit,N,Y,SLUISP_2_UNITS,SLUISP_2_UNITS,GEN,SAN LUIS (GIANELLI) PUMP-GEN (AGGREGATE),374.43,,PGAE,California Dept. of Water Resources,PUMPED STORAGE,WATER,NP15,1967-01-01,,CISO,CWRP
Participating Unit,Y,N,,SPBURN_7_SNOWMT,GEN,SPBURN_7_SNOWMT,3,3,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1990-03-28,,CISO,PGAE
Participating Unit,,N,,BIGSKY_2_BSKSR6,GEN,Big Sky Solar 6,20,20,SCE,"Bayshore Solar A, LLC",PHOTO VOLTAIC,SUN,SP15,2017-12-08,,CISO,SCE
Non-Participating,N,Y,BUCKBL_2_PL1X3,BUCKBL_2_CTG11,GEN,Blythe CTG 11,182,182,,"Blythe Energy, LLC ",COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Non-Participating,N,Y,GILROY_1_UNIT,GILROY_1_ST2,GEN,GILROY COGEN - UNIT 2,45,45,,"Calpine Gilroy Cogen, L.P.",STEAM,HEAT RECOVERY,NP15,,,CISO,
Non-Participating,N,Y,LECEF_1_UNITS,LECEF_1_STG1,GEN,LOS ESTEROS ENERGY FACILITY STG1,120,120,,"Los Esteros Critical Energy Facility, LLC",STEAM,NATURAL GAS,NP15,,,CISO,
Non-Participating,,Y,DEVERS_1_QF,TERAWD_1_QF,GEN,TERAWD_1_QF,16,16,,,,,SP15,,,CISO,
Participating Unit,N,N,,BIGCRK_7_MAMRES,GEN,MAMMOTH POOL RESERVOIR (FISHWATER,1.25,1.3,SCE,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,SCE
Participating Unit,N,N,,GATES_2_WSOLAR,GEN,West Gates Solar Station,10,10,PGAE,Pacific Gas & Electric Company,PHOTO VOLTAIC,SUN,ZP26,2013-06-24,,CISO,PGAE
Non-Participating,N,Y,HYTTHM_2_UNITS,HYATT_2_UNIT 6,GEN,Edward Hyatt P-G Unit 6,132.2,132.2,,California Dept. of Water Resources,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,HYTTHM_2_UNITS,HYATT_2_UNIT 2,GEN,Edward Hyatt P-G Unit 2,132.2,132.2,,California Dept. of Water Resources,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,REEDLY_6_SOLAR,GEN,Terzian,1.23,1.3,PGAE,Solarenewal LLC,PHOTO VOLTAIC,SUN,NP15,2014-06-17,,CISO,PGAE
Participating Unit,N,N,,SBERDO_2_RTS016,GEN,SPVP016 Redlands RT Solar,1.5,1.5,SCE,Southern California Edison,PHOTO VOLTAIC,SUN,SP15,2011-05-19,,CISO,SCE
Non-Participating,,Y,ANTLPE_2_QF,NZWIND_6_NORTHW,GEN,NZWIND_6_NORTHW,10.4,10.4,,,,,SP15,,,CISO,
Participating Unit,Y,N,,ESCO_6_GLMQF,GEN,Goal Line Cogen,49.9,49.9,SDGE,"Goal Line, L.P.",COMBUSTION TURBINE,NATURAL GAS,SP15,1994-01-01,,CISO,SDGE
Participating Unit,Y,Y,STOILS_1_UNITS,STOILS_1_UNITS,GEN,Chevron Richmond Refinery,56.2,,PGAE,Chevron Products Company,COMBUSTION TURBINE,NATURAL GAS,NP15,1992-08-31,,CISO,PGAE
Participating Unit,N,N,,ARLVAL_5_SOLAR,TG,Arlington Valley Solar Energy II,127,127,SDGE,PVWEST,PHOTO VOLTAIC,SUN,SP15,2013-10-28,,SRP,SDGE
Participating Unit,N,N,,DELAMO_2_SOLAR3,GEN,Golden Springs Building G,1.25,1.3,SCE,"Golden Springs Development Company, LLC",PHOTO VOLTAIC,SUN,SP15,2017-02-24,,CISO,SCE
Participating Unit,N,N,,VESTAL_2_RTS042,GEN,SPVP042 Porterville Solar,5,5,SCE,Southern California Edison,PHOTO VOLTAIC,SUN,SP15,2012-11-24,,CISO,SCE
Participating Unit,N,N,,MOJAVW_2_SOLAR,GEN,Mojave West,20,20,SCE,"SEPV Mojave West, LLC",PHOTO VOLTAIC,SUN,SP15,2016-06-15,,CISO,SCE
Non-Participating,N,Y,DELTA_2_PL1X4,DELTA_2_CTG2,GEN,DELTA ENERGY CENTER CTG UNIT 2,212.5,212.5,,"Delta Energy Center, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,GILRPP_1_PL1X2,GILRPP_1_UNIT 2,GEN,Gilroy Energy Center Unit 2,49.9,49.9,,"Gilroy Energy Center, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,CARBOU_7_PL4X5,CARBOU_7_UNIT 4,GEN,Caribou PH 2 Unit 4,61,61,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,PNCHVS_2_SOLAR,PNCHVS_2_SOLARB,GEN,PNCHVS_2_SOLARB,124.4,124.4,,Pacific Gas & Electric,PHOTO VOLTAIC,SUN,NP15,,,CISO,PGAE
Non-Participating,,Y,SANTFG_7_UNITS,SANTFG_7_UNIT 1,GEN,SANTFG_7_UNIT 1,46,46,,,,,NP15,,,CISO,
Participating Unit,Y,N,,CSTRVL_7_QFUNTS,GEN,Castroville QF Aggregate,2,11,PGAE,Pacific Gas & Electric Company,OTHER,OTHER,NP15,2006-06-01,,CISO,PGAE
Non-Participating,N,Y,PIT4_7_PL1X2,PIT4_7_UNIT 2,GEN,Pit PH 4 Unit 2,47,47,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,IVWEST_2_SOLAR1,IVWEST_2_SOLR1B,GEN,IVWEST_2_SOLR1B,75,75,,"CSolar IV West, LLC ",PHOTO VOLTAIC,SUN,SP15,,,CISO,
Participating Unit,N,N,,YUBACT_6_UNITA1,GEN,Yuba City Energy Center (Calpine),47.6,49.9,PGAE,"Gilroy Energy Center, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,2002-07-26,,CISO,PGAE
Participating Unit,N,N,,DUTCH1_7_UNIT 1,GEN,DUTCH FLAT 1 PH,22,22,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1943-01-01,,CISO,PGAE
Participating Unit,N,N,,LITLRK_6_SOLAR4,GEN,Little Rock Pham Solar,3,3,SCE,"WGL Energy Systems, Inc.",PHOTO VOLTAIC,SUN,SP15,2016-03-22,,CISO,SCE
Participating Unit,N,N,,MIRLOM_2_ONTARO,GEN,Ontario RT Solar,5.5,5.5,SCE,Southern California Edison Company,PHOTO VOLTAIC,SUN,SP15,2011-08-25,,CISO,SCE
Participating Unit,N,N,,MONLTS_2_MONWD7,GEN,Monolith 7,4.76,5.7,SCE,"Terra-Gen 251 Wind, LLC",WIND,WIND,SP15,2018-01-18,,CISO,SCE
Non-Participating,N,Y,GYS7X8_7_UNITS,GYS7X8_7_UNIT 8,GEN,Geysers Unit 8,55,55,,"Geysers Power Company, LLC",STEAM,GEOTHERMAL,NP15,,,CISO,
Non-Participating,N,Y,LEBECS_2_UNITS,LEBECS_7_STG5,GEN,CC Power Block 2 STG5,92,92,,Pastoria Energy Facility,STEAM,NATURAL GAS,SP15,,,CISO,
Non-Participating,N,Y,MOSSLD_2_PSP2,MOSSLD_2_PSP2G3,GEN,"MOSS LANDING CC PLANT 2, STG UNIT",198,198,,Duke Energy Moss Landing LLC,STEAM,HEAT RECOVERY,NP15,,,CISO,
Participating Unit,N,N,,ARKANS_1_ARKSLR,TG,SG Arkansas,50,50,SDGE,IVLY2,PHOTO VOLTAIC,SUN,SP15,2015-08-29,,IID,SDGE
Participating Unit,N,N,,GOLETA_6_TAJIGS,GEN,GOLETA_6_TAJIGS,2.84,3.1,SCE,MM Tajiguas Energy LLC,RECIPROCATING ENGINE,BIOGAS,SP15,2000-08-05,,CISO,SCE
Participating Unit,N,N,,STIGCT_2_LODI,GEN,LODI STIG UNIT,49.9,51.2,PGAE,NCPA (MSS Agreement - S14),COMBUSTION TURBINE,NATURAL GAS,NP15,1996-01-01,,CISO,NCPA
Participating Unit,N,N,,ANAHM_2_CANYN4,GEN,CANYON POWER PLANT UNIT 4,49.4,71.2,SCE,City of Anaheim (MSS Agreement - S14),COMBUSTION TURBINE,NATURAL GAS,SP15,2011-07-30,,CISO,ANHM
Participating Unit,N,N,,CANTUA_1_SOLAR,GEN,Cantua Solar Station,20,20,PGAE,Pacific Gas & Electric Company,PHOTO VOLTAIC,SUN,NP15,2012-07-25,,CISO,PGAE
Non-Participating,N,Y,PNCHEG_2_PL1X4,PNCHEG_2_CTG4,GEN,PANOCHE ENERGY CENTER (CTG4),127.3,127.3,,PANOCHE ENERGY CENTER,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,BIGCRK_2_EXESWD,BGCRK3_7_UNIT 5,GEN,BIG CREEK PH 3 UNIT 5,36.5,36.5,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Participating Unit,N,N,,CENTER_2_TECNG1,GEN,TECHNICAST,0.99,1.5,SCE,Techni-Cast Corp.,RECIPROCATING ENGINE,NATURAL GAS,SP15,2018-05-01,,CISO,SCE
Participating Unit,Y,N,,HINSON_6_SERRGN,GEN,Southeast Resource Recovery,34,41.3,SCE,City of Long Beach,STEAM,WASTE TO POWER,SP15,1988-01-01,,CISO,SCE
Participating Unit,N,N,,GLOW_6_SOLAR,GEN,Antelope Power Plant,20,20,SCE,"TA-High Desert, LLC",PHOTO VOLTAIC,SUN,SP15,2013-03-25,,CISO,SCE
Non-Participating,N,Y,HYTTHM_2_UNITS,THERMA_2_UNIT 4,GEN,Thermalito P-G Unit 4,28,28,,California Dept. of Water Resources,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,DELTA_2_PL1X4,DELTA_2_STG,GEN,DELTA ENERGY CENTER STG UNIT,306,306,,"Delta Energy Center, LLC",STEAM,HEAT RECOVERY,NP15,,,CISO,
Participating Unit,N,N,,HINSON_6_LBECH3,GEN,Long Beach Unit 3,65,70,SCE,Long Beach Generation LLC,COMBUSTION TURBINE,NATURAL GAS,SP15,2007-08-01,,CISO,SCE
Participating Unit,N,N,,FORBST_7_UNIT 1,GEN,FORBESTOWN HYDRO,37.5,39,PGAE,South Feather Water and Power,HYDRO,WATER,NP15,1963-01-01,,CISO,PGAE
Participating Unit,Y,N,,HAYPRS_6_QFUNTS,GEN,HAYPRESS HYDRO QF UNITS,14.8,18.8,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1989-04-11,,CISO,PGAE
Non-Participating,N,Y,CRESTA_7_PL1X2,CRESTA_7_UNIT 2,GEN,CRESTA UNIT #2,35.2,35.2,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,ORMOND_7_UNIT 2,GEN,ORMOND BEACH GEN STA. UNIT 2,750,750,SCE,NRG California South LP,STEAM,NATURAL GAS,SP15,1971-01-01,,CISO,SCE
Participating Unit,N,N,,CCRITA_7_RPPCHF,GEN,Rancho Penasquitos Hydro Facility,5.25,4.7,SDGE,San Diego County Water Authority,HYDRO,WATER,SP15,2007-01-23,,CISO,SDGE
Participating Unit,Y,N,,LOWGAP_1_SUPHR,GEN,Mill & Sulphur Creek Hydro,0.99,1,PGAE,"Mill & Sulphur Creek Power Plant, LP",HYDRO,WATER,NP15,1988-02-23,,CISO,PGAE
Participating Unit,N,N,,MAGUND_1_BKSSR2,GEN,Bakersfield Solar 1,5.25,5.3,PGAE,"Bakersfield PV 1, LLC",PHOTO VOLTAIC,SUN,ZP26,2017-12-26,,CISO,PGAE
Participating Unit,N,N,,CORONS_2_SOLAR,GEN,Master Development Corona,0.99,1,SCE,"SunE W12DG-C, LLC ",PHOTO VOLTAIC,SUN,SP15,2013-04-24,,CISO,SCE
Participating Unit,N,N,,DRACKR_2_SOLAR1,GEN,Dracker Solar Unit 1,110,110,SCE,"Blythe Solar 110, LLC",PHOTO VOLTAIC,SUN,SP15,2016-03-07,,CISO,SCE
Participating Unit,N,N,,SBERDO_2_RTS011,GEN,SPVP011,3.5,3.5,SCE,Southern California Edison,PHOTO VOLTAIC,SUN,SP15,2011-11-11,,CISO,SCE
Participating Unit,N,N,,MTWIND_1_UNIT 3,GEN,Mountain View Power Project III,22.44,22.4,SCE,"Mountain View Power Partners III, L.L.C.",WIND,WIND,SP15,2003-12-15,,CISO,SCE
Participating Unit,N,N,,STOREY_7_MDRCHW,GEN,Madera Canal Site 980,1.84,3.8,PGAE,Madera Chowchilla Water and Power,HYDRO,WATER,NP15,1985-02-02,,CISO,PGAE
Participating Unit,N,N,,SCEHOV_2_HOOVER,TG,SCEHOV_2_HOOVER,287.01,,SCE,MEAD230,,WATER,SP15,,,WALC,SCE
Participating Unit,N,Y,ELECTR_7_PL1X3,ELECTR_7_PL1X3,GEN,ELECTRA PH UNIT 1 & 2 AGGREGATE,93,,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1948-01-01,,CISO,PGAE
Non-Participating,N,Y,CENTRY_6_PL1X4,CENTRY_6_GEN 1,GEN,CENTURY GEN 1,10.8,10.8,,"Colton Power, LP ",COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Non-Participating,N,Y,HUMBPP_6_UNITS,HUMBPP_6_UNITS1,GEN,Humboldt Bay Generating Station 1,83.2,83.2,PGAE,Pacific Gas & Electric Company,RECIPROCATING ENGINE,NATURAL GAS,NP15,,,CISO,PGAE
Participating Unit,N,N,,WESTPT_2_UNIT,GEN,West Point Hydro Plant,14,14,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1948-01-01,,CISO,PGAE
Participating Unit,Y,N,,SBERDO_2_QF,GEN,SAN BERADINO QFS,10.6,10.6,SCE,SOUTHERN CALIFORNIA EDISON COMPANY,,OTHER,SP15,1989-01-01,,CISO,SCE
Participating Unit,N,N,,MIRLOM_2_LNDFL,GEN,Milliken Landfill Solar,3,3,SCE,"PVN Milliken, LLC",PHOTO VOLTAIC,SUN,SP15,2017-06-23,,CISO,SCE
Participating Unit,N,Y,SCEW_2_PDRP117,SCEW_2_PDRP117,GEN,SCEW_2_PDRP117,0.99,,SCE,"Leapfrog Power, inc.",OTHER,OTHER,SP15,,,CISO,SCE
Participating Unit,N,N,,SMPRIP_1_SMPSON,GEN,Ripon Cogeneration Unit 1,46.05,56.9,PGAE,AltaGas Ripon Energy Inc.,COMBUSTION TURBINE,NATURAL GAS,NP15,1988-04-19,,CISO,PGAE
Participating Unit,N,N,,ELDORO_7_UNIT 1,GEN,El Dorado Unit 1,11,10.5,PGAE,El Dorado Irrigation District,HYDRO,WATER,NP15,2005-05-21,,CISO,PGAE
Participating Unit,N,N,,BANKPP_2_NSPIN,GEN,BANKPP_2_NSPIN,270,270,PGAE,,PUMP,WATER,NP15,,,CISO,CWRP
Participating Unit,N,N,,USWNDR_2_SMUD,GEN,SOLANO WIND FARM,102.18,102.2,PGAE,Sacramento Municipal Utility District,WIND,WIND,NP15,1994-01-01,,CISO,PGAE
Participating Unit,N,N,,ETIWND_2_SOLAR1,GEN,Dedeaux Ontario,1,1,SCE,"SunEdison Utility Solutions, LLC",PHOTO VOLTAIC,SUN,SP15,2016-03-23,,CISO,SCE
Participating Unit,N,N,,ESCNDO_6_EB1BT1,GEN,Escondido BESS 1,10,10,SDGE,San Diego Gas & Electric,OTHER,LESR,SP15,2017-03-06,,CISO,SDGE
Non-Participating,N,Y,VESTAL_2_KERN,VESTAL_6_KERNU1,GEN,KERN RIVER PH 3 UNITS 1,20.5,20.5,,Kings River Conservation District,COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
